"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","60-64 years old","Non-Indigenous people","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","415.1","","398.0","371.2","443.2","","","425.7","407.2",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","60-64 years old","Non-Indigenous people","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","600.8","","589.0","543.2","649.6","","","646.6","595.0",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Ischaemic heart diseases (I20-I25)","","","","","ABS (unpublished) Causes of Death Australia","no.","75","","83","52","10","","","52","272",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Diabetes (E10-E14)","","","","","ABS (unpublished) Causes of Death Australia","no.","33","","42","31","5","","","53","164",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","ABS (unpublished) Causes of Death Australia","no.","49","","50","22","15","","","20","156",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Chronic lower respiratory diseases (J40-J47)","","","","","ABS (unpublished) Causes of Death Australia","no.","46","","41","14","8","","","25","134",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Cirrhosis and other diseases of liver (K70-K76)","","","","","ABS (unpublished) Causes of Death Australia","no.","14","","22","10","5","","","5","56",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Total (leading causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","217","","238","129","43","","","155","782",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Other causes","","","","","ABS (unpublished) Causes of Death Australia","no.","221","","218","144","34","","","134","751",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","60-64 years old","Aboriginal and Torres Strait Islander people","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","438","","456","273","77","","","289","1533",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Ischaemic heart diseases (I20-I25)","","","","","ABS (unpublished) Causes of Death Australia","no.","1209","","754","400","350","","","20","2733",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Diabetes (E10-E14)","","","","","ABS (unpublished) Causes of Death Australia","no.","373","","215","100","81","","","7","776",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","ABS (unpublished) Causes of Death Australia","no.","1312","","872","390","363","","","44","2981",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Chronic lower respiratory diseases (J40-J47)","","","","","ABS (unpublished) Causes of Death Australia","no.","526","","343","141","140","","","14","1164",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Cirrhosis and other diseases of liver (K70-K76)","","","","","ABS (unpublished) Causes of Death Australia","no.","420","","247","96","103","","","12","878",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Total (leading causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","3840","","2431","1127","1037","","","97","8532",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Other causes","","","","","ABS (unpublished) Causes of Death Australia","no.","8582","","5067","2433","2226","","","187","18495",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","Deaths","","60-64 years old","Non-Indigenous people","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","12422","","7498","3560","3263","","","284","27027",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Aboriginal and Torres Strait Islander people","All areas","People","","60-64 years old","Aboriginal and Torres Strait Islander people","","","","","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","46607","","33266","14553","6577","","","9797","110800",""
"SE1b.3","2014-2018","Leading causes of death","60-64 years old","All people","Non-Indigenous people","All areas","People","","60-64 years old","Non-Indigenous people","","","","","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","2067484","","1273014","655405","502287","","","43924","4542114",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Ischaemic heart diseases (I20-I25)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","192.5","","237.3","469.1","369.5","","","321.5","260.4",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","174.1","","250.3","191.9","123.2","","","287.6","206.0",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Chronic lower respiratory diseases (J40-J47)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","174.1","","224.4","170.6","147.8","","","372.3","203.3",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Diabetes (E10-E14)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","64.2","","189.9","319.9","221.7","","","727.6","195.3",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Cerebrovascular diseases (I60-I69)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","18.3","","73.4","85.3","np","","","203.0","61.1",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Cirrhosis and other diseases of liver (K70-K76)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","39.7","","47.5","127.9","np","","","118.4","61.1",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","662.9","","1022.6","1364.8","1009.9","","","2030.5","987.3",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","669.0","","927.7","1034.2","1231.5","","","1658.2","902.2",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","65-69 years old","Aboriginal and Torres Strait Islander people","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1331.9","","1950.3","2399.0","2241.4","","","3688.7","1889.5",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Ischaemic heart diseases (I20-I25)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","90.0","","97.9","87.8","103.9","","","124.7","93.8",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","101.6","","113.2","95.7","89.5","","","137.2","103.0",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Chronic lower respiratory diseases (J40-J47)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","55.1","","60.1","43.8","46.6","","","93.5","54.3",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Diabetes (E10-E14)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","29.5","","27.8","27.0","28.3","","","37.4","28.6",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Cerebrovascular diseases (I60-I69)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","36.9","","31.9","26.5","33.7","","","21.8","33.6",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Cirrhosis and other diseases of liver (K70-K76)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","20.4","","21.6","16.8","23.0","","","21.8","20.6",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","333.6","","352.4","297.6","324.9","","","436.5","333.8",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","598.8","","576.1","550.5","596.0","","","673.5","585.9",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","65-69 years old","Non-Indigenous people","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","932.4","","928.5","848.0","920.9","","","1110.0","919.7",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Ischaemic heart diseases (I20-I25)","","","","","ABS (unpublished) Causes of Death Australia","no.","63","","55","44","15","","","19","196",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","ABS (unpublished) Causes of Death Australia","no.","57","","58","18","5","","","17","155",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Chronic lower respiratory diseases (J40-J47)","","","","","ABS (unpublished) Causes of Death Australia","no.","57","","52","16","6","","","22","153",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Diabetes (E10-E14)","","","","","ABS (unpublished) Causes of Death Australia","no.","21","","44","30","9","","","43","147",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Cerebrovascular diseases (I60-I69)","","","","","ABS (unpublished) Causes of Death Australia","no.","6","","17","8","3","","","12","46",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Cirrhosis and other diseases of liver (K70-K76)","","","","","ABS (unpublished) Causes of Death Australia","no.","13","","11","12","2","","","7","46",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Total (leading causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","217","","237","128","41","","","120","743",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Other causes","","","","","ABS (unpublished) Causes of Death Australia","no.","219","","215","97","50","","","98","679",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","65-69 years old","Aboriginal and Torres Strait Islander people","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","436","","452","225","91","","","218","1422",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Ischaemic heart diseases (I20-I25)","","","","","ABS (unpublished) Causes of Death Australia","no.","1681","","1141","501","484","","","40","3847",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","ABS (unpublished) Causes of Death Australia","no.","1898","","1319","546","417","","","44","4224",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Chronic lower respiratory diseases (J40-J47)","","","","","ABS (unpublished) Causes of Death Australia","no.","1030","","700","250","217","","","30","2227",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Diabetes (E10-E14)","","","","","ABS (unpublished) Causes of Death Australia","no.","551","","324","154","132","","","12","1173",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Cerebrovascular diseases (I60-I69)","","","","","ABS (unpublished) Causes of Death Australia","no.","690","","372","151","157","","","7","1377",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Cirrhosis and other diseases of liver (K70-K76)","","","","","ABS (unpublished) Causes of Death Australia","no.","381","","252","96","107","","","7","843",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Total (leading causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","6231","","4108","1698","1514","","","140","13691",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Other causes","","","","","ABS (unpublished) Causes of Death Australia","no.","11185","","6715","3141","2777","","","216","24034",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","Deaths","","65-69 years old","Non-Indigenous people","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","17416","","10823","4839","4291","","","356","37725",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Aboriginal and Torres Strait Islander people","All areas","People","","65-69 years old","Aboriginal and Torres Strait Islander people","","","","","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","32734","","23176","9379","4060","","","5910","75259",""
"SE1b.3","2014-2018","Leading causes of death","65-69 years old","All people","Non-Indigenous people","All areas","People","","65-69 years old","Non-Indigenous people","","","","","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","1867798","","1165623","570605","465973","","","32073","4102072",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Ischaemic heart diseases (I20-I25)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","226.7","","304.4","483.4","791.2","","","503.8","329.8",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Diabetes (E10-E14)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","171.3","","304.4","618.7","439.6","","","755.7","320.7",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Chronic lower respiratory diseases (J40-J47)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","297.2","","173.9","367.4","571.4","","","692.7","309.4",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","216.6","","311.6","232.0","439.6","","","377.8","271.0",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Cerebrovascular diseases (I60-I69)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","110.8","","108.7","212.7","np","","","np","119.7",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1022.6","","1203.0","1914.2","2329.7","","","2424.4","1350.7",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","967.2","","1195.7","1952.8","1934.1","","","2865.2","1339.4",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","70-74 years old","Aboriginal and Torres Strait Islander people","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1989.7","","2398.7","3867.0","4263.7","","","5289.7","2690.1",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Ischaemic heart diseases (I20-I25)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","155.4","","165.5","154.0","161.6","","","228.1","159.2",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Diabetes (E10-E14)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","50.1","","53.7","44.0","50.1","","","91.3","50.5",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Chronic lower respiratory diseases (J40-J47)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","110.9","","117.6","80.8","100.7","","","172.4","108.0",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","158.1","","168.0","151.0","145.9","","","228.1","159.0",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Cerebrovascular diseases (I60-I69)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","73.8","","69.7","61.9","60.3","","","65.9","69.5",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","548.2","","574.5","491.7","518.5","","","785.8","546.2",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1007.4","","969.2","944.4","993.5","","","1181.3","987.6",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","70-74 years old","Non-Indigenous people","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1555.6","","1543.7","1436.1","1512.0","","","1967.1","1533.9",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Ischaemic heart diseases (I20-I25)","","","","","ABS (unpublished) Causes of Death Australia","no.","45","","42","25","18","","","16","146",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Diabetes (E10-E14)","","","","","ABS (unpublished) Causes of Death Australia","no.","34","","42","32","10","","","24","142",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Chronic lower respiratory diseases (J40-J47)","","","","","ABS (unpublished) Causes of Death Australia","no.","59","","24","19","13","","","22","137",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","ABS (unpublished) Causes of Death Australia","no.","43","","43","12","10","","","12","120",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Cerebrovascular diseases (I60-I69)","","","","","ABS (unpublished) Causes of Death Australia","no.","22","","15","11","4","","","4","53",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Total (leading causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","203","","166","99","53","","","77","598",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Other causes","","","","","ABS (unpublished) Causes of Death Australia","no.","192","","165","101","44","","","91","593",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","70-74 years old","Aboriginal and Torres Strait Islander people","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","395","","331","200","97","","","168","1191",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Ischaemic heart diseases (I20-I25)","","","","","ABS (unpublished) Causes of Death Australia","no.","2285","","1489","654","587","","","45","5060",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Diabetes (E10-E14)","","","","","ABS (unpublished) Causes of Death Australia","no.","736","","483","187","182","","","18","1606",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Chronic lower respiratory diseases (J40-J47)","","","","","ABS (unpublished) Causes of Death Australia","no.","1631","","1058","343","366","","","34","3432",""
