"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","2.0","3.2","1.8","2.3","np","np","np","4.2","1.0"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","91.7","92.9","92.1","86.0","np","np","np","93.8","91.5"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","2.9","3.6","2.4","4.0","np","np","np","4.5","1.4"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","92.4","np","93.1","np","np","np","np","np","90.8"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","3.8","np","3.9","np","np","np","np","np","2.1"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","93.3","92.7","92.8","91.8","92.7","91.7","np","np","92.8"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.5","0.5","1.0","0.8","1.2","np","np","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","93.6","93.5","93.2","93.5","94.6","93.8","np","93.1","93.6"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.4","0.5","0.7","0.6","1.6","np","3.8","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.1","93.4","94.3","94.1","94.4","95.0","94.7","94.7","94.0"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.4","0.4","0.5","0.8","1.5","2.8","1.9","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.7","94.1","93.6","94.4","94.7","94.3","94.2","94.1","94.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.3","0.4","0.5","0.8","1.6","1.1","2.1","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","95.0","94.9","94.8","95.2","94.7","95.0","94.5","95.6","94.9"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.5","0.5","1.2","3.6","0.8","1.4","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","9.0","np","10.1","np","np","np","0","13.5","10.5"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.2","np","1.2","np","np","np","0","2.4","0.7"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","8.1","8.8","8.6","np","5.5","np","np","np","8.6"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.2","2.6","1.6","np","2.5","np","np","np","0.8"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","7.1","5.2","8.6","8.7","np","np","np","10.2","8.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.8","2.7","1.7","2.2","np","np","np","3.8","1.0"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","np","np","6.9","np","np","np","np","np","7.5"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","np","np","2.2","np","np","np","np","np","1.3"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","np","np","np","np","np","np","np","np","7.0"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","np","np","np","np","np","np","np","np","1.9"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","5.5","6.1","5.8","6.9","6.1","6.8","np","4.4","5.9"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.4","1.0","0.7","1.1","np","3.2","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.9","5.3","5.6","5.5","4.6","4.7","np","np","5.1"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.5","0.6","0.6","1.4","np","np","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.7","5.3","4.5","4.6","4.4","4.1","np","np","4.8"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.4","0.5","0.7","1.4","np","np","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.1","4.7","5.1","4.7","4.3","4.6","4.6","4.4","4.6"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.4","0.5","0.7","1.4","1.0","1.8","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","3.9","3.8","4.4","4.0","4.3","np","4.3","3.5","4.0"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.5","0.5","1.1","np","0.7","1.3","0.2"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","2180","397","2574","720","526","199","0","753","7349"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","1962","441","1119","538","329","np","np","65","4513"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","805","252","1024","611","93","31","11","244","3071"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","338","196","495","292","56","17","73","112","1579"
"CtG2A.4","2019","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","185","94","159","88","15","np","np","99","727"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","18106","11118","10455","2624","4346","2013","8","160","48830"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","16212","13637","8160","5355","5099","835","38","174","49510"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","16932","16626","13235","7817","3376","824","245","524","59579"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","13904","17966","13203","7764","3046","856","1650","505","58894"
"CtG2A.4","2019","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","17678","13634","7384","5842","1314","139","3029","776","49796"
"CtG2A.4","2019","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","212","84","1","0","34","359","0","0","690"
"CtG2A.4","2019","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","294","115","0","0","30","128","0","0","567"
"CtG2A.4","2019","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","271","149","1","0","17","57","0","0","495"
"CtG2A.4","2019","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","261","150","0","0","25","25","0","0","461"
"CtG2A.4","2019","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","410","148","0","0","5","4","0","0","567"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","88.5","91.0","88.4","84.2","87.4","89.5","0","85.0","87.7"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.4","3.1","1.3","2.7","2.9","4.5","0","2.5","0.8"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","89.9","86.7","89.7","87.0","84.0","np","np","np","88.8"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.4","2.9","1.8","2.9","4.4","np","np","np","0.9"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","91.8","88.6","89.6","91.1","np","np","np","86.1","90.0"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.9","3.6","2.0","2.3","np","np","np","4.1","1.1"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","92.2","91.9","92.8","87.3","np","np","np","90.2","91.5"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","2.9","4.4","2.3","3.6","np","np","np","5.8","1.4"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","88.0","np","93.3","np","np","np","np","np","91.8"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","4.6","np","3.8","np","np","np","np","np","2.0"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","92.9","93.1","92.5","92.7","92.8","91.4","np","np","92.8"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.5","0.5","1.0","0.8","1.2","np","np","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","93.7","93.6","93.6","93.8","93.7","93.7","np","92.2","93.7"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.4","0.5","0.6","0.7","1.7","np","3.8","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","93.8","93.4","94.4","94.4","93.9","93.4","94.7","95.8","93.9"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.4","0.4","0.5","0.8","1.6","2.9","1.6","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.4","94.0","94.6","94.4","94.2","93.9","93.4","95.9","94.3"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.4","0.4","0.5","0.8","1.6","1.2","1.8","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","95.3","94.8","95.1","94.8","95.2","96.1","94.7","94.5","95.0"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.5","0.6","1.1","3.4","0.8","1.6","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","9.8","np","10.4","np","11.2","10.5","0","14.4","11.1"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.3","np","1.2","np","2.7","4.5","0","2.5","0.7"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","8.2","12.4","9.2","11.5","13.4","np","np","np","9.7"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.3","2.8","1.7","2.7","4.1","np","np","np","0.9"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","7.4","9.1","8.2","8.1","np","np","np","11.7","8.4"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.8","3.3","1.8","2.2","np","np","np","3.8","1.0"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","6.0","np","np","np","np","np","np","9.8","7.5"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","2.6","np","np","np","np","np","np","5.8","1.3"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","np","np","np","np","np","np","np","np","7.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","np","np","np","np","np","np","np","np","1.9"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","5.7","5.7","6.0","6.1","6.2","7.3","np","5.6","5.9"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.4","0.9","0.7","1.1","np","3.1","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.9","5.0","5.2","4.9","4.9","5.5","np","np","5.0"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.5","0.6","0.6","1.6","np","np","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","5.0","5.3","4.4","4.4","5.1","5.2","np","3.4","4.9"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.3","0.5","0.7","1.5","np","1.4","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.4","4.8","4.4","4.6","4.7","np","5.1","np","4.6"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.4","0.5","0.8","np","1.1","np","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","3.6","4.2","4.0","4.5","4.0","3.9","4.3","4.9","4.0"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.4","0.5","1.0","3.4","0.7","1.5","0.2"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","2046","335","2381","709","516","181","0","785","6953"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","1824","517","1081","530","262","np","np","73","4347"
