"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet; but did not access government information or services","","15+ years old","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (±)","4.2","3.7","3.7","4.0","4.0","3.9","5.2","4.3","2.0"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet; but not known if accessed government information or services","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","%","2.5","0.9","1.5","2.3","0.8","0.6","0","2.6","1.8"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet; but not known if accessed government information or services","","15+ years old","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (±)","1.5","np","1.0","1.5","np","np","0","np","0.6"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Internet not accessed / not known if internet accessed in last 12 months","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","%","16.9","9.0","18.5","26.2","23.4","12.0","6.7","48.9","21.5"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Internet not accessed / not known if internet accessed in last 12 months","","15+ years old","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (±)","2.5","2.1","3.0","3.9","4.8","3.0","3.1","5.8","1.4"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Used the internet to access government information or services","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","73.1","18.1","64.9","24.0","12.2","9.3","3.0","12.0","216.4"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Used the internet to access government information or services","To make electronic lodgements to government","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","66.4","15.7","58.7","21.7","10.8","8.3","3.0","10.7","194.7"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Used the internet to access government information or services","To get government information or services","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","36.7","9.3","33.4","11.1","5.2","4.9","1.6","4.4","106.4"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Used the internet; but did not access government information or services","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","39.4","11.0","33.8","16.9","6.8","5.3","1.1","10.4","124.4"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Used the internet; but not known if accessed government information or services","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","3.5","0.3","1.8","1.3","0.2","0.1","0","1.2","7.8"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Internet not accessed / not known if internet accessed in last 12 months","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","23.4","2.9","22.8","14.9","5.8","2.0","0.3","22.7","95.3"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Total","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","138.5","32.3","123.1","56.8","24.8","16.7","4.5","46.4","443.4"
"SE17f.1","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","","","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","198","36","99","42","16","11","12","40","458"
"SE17f.1","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","","","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","13011","5110","3151","1877","1093","383","503","200","25326"
"SE17f.1","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","","","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","154","26","83","32","14","4","6","48","364"
"SE17f.1","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","","","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","13672","4980","3400","1396","1101","375","563","243","25735"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","4.5","0","11.0","30.0","0","0","0","7.5","9.5"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","15.2","25.0","33.0","22.5","43.8","45.5","25.0","45.0","24.3"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","25.8","27.8","27.0","17.5","56.3","36.4","33.3","42.5","28.7"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","25.8","13.9","18.0","7.5","0","27.3","25.0","7.5","19.9"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","19.7","8.3","9.0","0","0","0","41.7","0","13.2"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","11.1","16.7","0","0","0","0","0","0","6.6"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Total reported income","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","2.9","4.7","6.2","5.9","6.8","6.8","4.4","3.5","4.2"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","10.4","13.9","20.0","15.7","16.8","21.7","19.4","12.5","13.3"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","22.6","26.7","28.0","29.0","27.9","30.8","27.4","34.5","25.1"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","24.5","24.6","23.6","23.9","25.3","23.8","23.0","29.0","24.4"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","23.4","18.9","14.7","17.8","15.9","14.4","20.2","15.5","20.4"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","16.1","11.1","7.7","7.4","7.9","2.9","6.6","5.0","12.6"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","Total reported income","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","9","0","11","12","0","0","0","3","43"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","30","9","33","9","7","5","3","18","110"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","51","10","27","7","9","4","4","17","130"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","51","5","18","3","0","3","3","3","90"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","39","3","9","0","0","0","5","0","60"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","22","6","0","0","0","0","0","0","30"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Total reported income","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","198","36","100","40","16","11","12","40","453"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","377","240","195","110","74","26","22","7","1051"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","1345","707","626","294","183","83","97","25","3362"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","2929","1359","879","541","304","118","137","69","6339"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","3168","1252","739","447","276","91","115","58","6148"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","3037","960","460","332","173","55","101","31","5149"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","2089","564","242","139","86","11","33","10","3170"
"SE17f.2","2021","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","Total reported income","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","12955","5083","3137","1867","1089","383","500","200","25217"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","14.1","15.4","17.3","9.4","35.7","0","0","20.8","15.4"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","21.2","34.6","37.0","50.0","21.4","0","66.7","37.5","30.6"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","30.8","26.9","30.9","12.5","35.7","75.0","0","25.0","28.9"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","19.2","19.2","12.3","12.5","21.4","0","83.3","0","15.2"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","9.6","19.2","11.1","0","0","0","0","8.3","8.5"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","5.8","0","4.9","0","0","0","0","0","1.4"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Total reported income","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","4.3","7.4","7.7","8.2","8.2","7.8","5.2","3.8","5.8"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","17.5","22.1","31.5","23.9","25.8","30.5","29.5","17.9","21.4"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","26.6","28.8","27.4","28.9","25.5","28.6","27.0","30.8","27.3"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","22.2","20.9","19.2","21.7","23.3","20.5","19.7","29.6","21.6"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","18.6","13.5","9.7","11.6","12.9","9.2","13.0","14.6","15.5"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","10.7","7.1","4.6","5.3","4.8","2.4","4.8","3.3","8.3"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Weekly personal income (annual)","Total reported income","15+ years old","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","22","4","14","3","5","0","0","10","56"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","33","9","30","16","3","0","4","18","111"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","48","7","25","4","5","3","0","12","105"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","30","5","10","4","3","0","5","0","55"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","15","5","9","0","0","0","0","4","31"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","9","0","4","0","0","0","0","0","5"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Weekly personal income (annual)","Total reported income","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","156","26","81","32","14","4","6","48","363"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","Nil-$499 ($1-$25;999) (including negative income)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","584","362","260","114","90","29","29","9","1472"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$500-$999 ($26;000-$51999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","2373","1088","1063","331","283","113","166","43","5464"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$1000-$1499 ($52000-$77;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","3606","1419","925","401","279","106","152","74","6970"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$1500-$1999 ($78;000-$103;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","3008","1029","647","301","255","76","111","71","5495"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$2000-$2999 ($104;000-$155;999)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","2514","666","328","161","141","34","73","35","3956"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","$3000 or more ($156;000 or more)","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","1452","350","154","73","53","9","27","8","2126"
"SE17f.2","2016","People employed in the media","15+ years old","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Weekly personal income (annual)","Total reported income","15+ years old","","","ABS (unpublished) Census of Population and Housing","no.","13540","4920","3373","1387","1095","370","563","240","25485"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Managers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","7.1","16.7","5.1","0","0","0","0","0","7.9"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Professionals","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","62.1","66.7","53.5","45.2","43.8","54.5","66.7","65.0","60.0"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Technicians and Trades Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","7.6","11.1","7.1","16.7","25.0","0","25.0","0","9.6"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Clerical and Administrative Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","16.7","13.9","11.1","7.1","31.3","0","0","10.0","14.4"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Sales Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","2.0","0","3.0","11.9","0","0","0","0","2.4"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Total","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Managers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","13.5","11.9","10.3","11.5","8.7","8.6","5.0","13.0","12.2"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Professionals","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","59.3","57.4","51.1","51.0","56.5","61.4","60.0","59.5","57.2"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Technicians and Trades Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","10.1","12.5","13.6","15.6","13.3","15.1","13.9","13.0","11.7"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Clerical and Administrative Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","10.1","8.3","11.5","7.9","12.0","9.1","14.9","10.0","9.9"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Sales Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","4.9","7.3","10.2","9.7","6.6","7.3","3.8","4.5","6.5"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Total","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Managers","","","","","ABS (unpublished) Census of Population and Housing","no.","14","6","5","0","0","0","0","0","36"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Professionals","","","","","ABS (unpublished) Census of Population and Housing","no.","123","24","53","19","7","6","8","26","275"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Technicians and Trades Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","15","4","7","7","4","0","3","0","44"
