"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG12A.4","2022","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1131","414","1224","341","500","90","28","212","3940"
"CtG12A.4","2022","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","4132","1934","na","1576","1205","171","180","175","9373"
"CtG12A.4","2022","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1398","247","3284","648","0","130","8","404","6119"
"CtG12A.4","2022","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1513","941","1573","267","805","134","60","24","5317"
"CtG12A.4","2022","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","4994","5030","na","1099","1904","259","396","23","13705"
"CtG12A.4","2022","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","2055","558","3568","461","0","216","16","28","6902"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","With disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","17.6","13.6","25.7","12.6","24.9","21.8","4.5","24.0","19.1"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","Without disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","63.3","67.3","na","63.7","0","48.1","95.0","25.7","np"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","Disability status unknown","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","19.1","19.1","74.3","23.7","75.1","30.0","0.5","50.3","38.0"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","With disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","18.0","12.9","28.0","14.0","24.1","20.9","5.1","30.0","18.9"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","Without disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","59.3","69.4","na","60.6","0","47.4","94.5","33.3","np"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","Disability status unknown","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","22.6","17.7","72.0","25.5","75.9","31.7","0.4","36.7","36.4"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1205","351","1105","336","407","88","9","211","3712"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","4320","1730","na","1696","0","194","190","226","8356"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1304","491","3190","632","1230","121","1","443","7412"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1636","846","1434","275","650","137","25","27","5030"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","5380","4562","na","1194","0","311","462","30","11939"
"CtG12A.4","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","2050","1166","3695","502","2052","208","2","33","9708"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","With disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","15.8","12.0","18.1","12.0","0","20.3","2.8","17.5","np"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","Without disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","61.8","58.1","na","66.2","0","49.9","97.2","30.5","np"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","Disability status unknown","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","22.4","29.9","81.9","21.8","100.0","29.8","0","52.1","43.3"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","With disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","16.7","10.8","21.0","12.6","0","18.8","2.9","25.0","np"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","Without disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","58.7","61.9","na","59.6","0","52.8","97.1","25.0","np"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","Disability status unknown","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","24.5","27.3","79.0","27.8","100.0","28.4","0","50.0","42.5"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1054","294","717","329","0","79","6","160","2639"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","4134","1424","na","1811","0","194","207","279","8049"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1500","732","3234","596","1519","116","0","477","8174"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","1586","718","1043","264","0","130","14","29","3784"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","5563","4110","na","1253","0","364","468","29","11787"
"CtG12A.4","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","2321","1817","3924","585","2605","196","0","58","11506"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","With disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","na","4.8","10.0","10.1","0","18.2","2.5","17.8","np"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","Without disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","na","25.8","na","67.8","0","50.9","2.5","48.0","np"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","Disability status unknown","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","na","69.4","90.0","22.1","100.0","30.9","95.0","34.2","64.8"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","With disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","na","6.0","12.4","10.6","0","17.4","3.0","20.4","np"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","Without disability","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","na","31.6","na","61.0","0","55.1","7.2","48.1","np"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","Disability status unknown","0-17 years old","","Derived from State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","%","na","62.4","87.6","28.4","100.0","27.5","89.7","31.5","69.5"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","na","105","357","263","0","69","5","169","968"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","na","563","na","1765","0","193","5","455","2981"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","na","1513","3219","576","1338","117","189","324","7276"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","With disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","na","380","561","228","0","123","15","22","1329"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Without disability","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","na","1995","na","1311","0","389","36","52","3783"
"CtG12A.4","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","Disability status unknown","0-17 years old","","State and territory governments (unpublished); AIHW (unpublished) Child protection Australia","no.","na","3934","3971","609","2437","194","446","34","11625"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","45.1","31.1","49.2","59.4","38.5","42.0","31.3","88.5","44.5"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","54.6","68.9","50.7","40.6","61.4","56.3","68.4","11.3","55.3"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","%","0.3","0","0.1","0","0.1","1.7","0.3","0.1","0.2"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","7.8","2.2","9.4","7.3","5.5","11.4","3.5","41.1","6.9"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","92.2","97.8","90.6","92.7","94.5","88.6","96.5","58.9","93.1"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","6312","2867","4961","2766","1744","395","190","750","19985"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","7633","6340","5121","1892","2778","529","416","96","24805"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","38","1","10","2","6","16","2","1","76"
"SE12b.1","2024","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","All children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","13983","9208","10092","4660","4528","940","608","847","44866"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","44.6","29.2","48.0","59.6","38.6","40.5","27.2","89.3","43.7"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","55.4","70.8","52.0","40.4","61.3","57.1","72.8","10.4","56.3"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","%","0","0","0","0","0.1","2.4","0","0.2","0.1"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","7.7","2.2","9.4","7.3","5.5","11.4","3.5","41.2","6.8"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","92.3","97.8","90.6","92.7","94.5","88.6","96.5","58.8","93.2"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","6563","2668","4722","2709","1752","395","197","797","19803"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","8157","6464","5110","1837","2778","557","526","93","25522"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","1","0","0","1","4","23","0","2","31"
"SE12b.1","2023","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","All children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","14721","9132","9832","4547","4534","975","723","892","45356"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","43.8","28.4","46.7","58.4","38.6","38.0","31.4","90.6","42.8"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","56.2","71.6","53.3","41.6","61.3","59.2","68.6","9.2","57.1"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","%","0","0","0","0","0.1","2.7","0","0.2","0.1"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","7.7","2.2","9.3","7.4","5.6","11.3","3.5","41.3","6.9"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","92.3","97.8","90.7","92.6","94.4","88.7","96.5","58.7","93.1"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","6661","2595","4508","2565","1705","391","216","816","19457"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","8562","6529","5141","1827","2709","609","472","83","25932"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","0","0","2","2","3","28","0","2","37"
"SE12b.1","2022","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","All children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","15223","9124","9651","4394","4417","1028","688","901","45426"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","43.0","28.1","45.5","57.5","37.5","37.4","29.0","90.7","42.2"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","57.0","71.9","54.4","42.5","61.9","60.9","70.9","9.3","57.7"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","%","0","0","0.1","0","0.6","1.7","0.1","0","0.1"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","7.7","2.2","9.3","7.3","5.5","11.3","3.4","41.6","6.8"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","92.3","97.8","90.7","92.7","94.5","88.7","96.6","58.4","93.2"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","6829","2572","4295","2664","1637","403","200","880","19480"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","9066","6574","5129","1971","2702","656","489","90","26677"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","0","0","9","0","27","18","1","0","55"
"SE12b.1","2021","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","All children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","15895","9146","9433","4635","4366","1077","690","970","46212"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","41.4","26.9","44.3","56.5","36.7","35.0","30.5","88.8","41.0"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","58.6","73.1","55.7","43.4","63.0","62.1","69.0","11.2","58.9"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","%","0","0","0.1","0","0.3","3.0","0.6","0","0.1"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","7.6","2.1","9.2","7.4","5.5","11.3","3.5","41.9","6.8"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","92.4","97.9","90.8","92.6","94.5","88.7","96.5","58.1","93.2"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","6688","2450","3951","2736","1519","389","213","916","18862"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","9470","6645","4967","2102","2605","690","482","116","27077"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","2","0","5","1","12","33","4","0","57"
"SE12b.1","2020","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","All children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","16160","9095","8923","4839","4136","1112","699","1032","45996"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","40.0","25.7","44.0","54.8","35.2","34.3","28.6","89.8","40.0"
