"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE10a.1","2020-21","Police proceedings","18+ years old","All people","Non-Indigenous people","Adults charged by police at least once in the previous 12 months","Number","Non-Indigenous people","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","48448","np","46200","np","np","np","1280","np","np"
"SE10a.1","2020-21","Police proceedings","18+ years old","All people","Unknown Indigenous status","Adults charged by police at least once in the previous 12 months","Number","Indigenous status not stated","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","5535","np","129","np","np","np","0","np","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Adults charged by police at least once in the previous 12 months","Rate per 100000 adults","Aboriginal and Torres Strait Islander people","","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5521.9","np","8553.0","np","np","np","4881.0","np","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","Adults charged by police at least once in the previous 12 months","Rate per 100000 adults","Non-Indigenous people","","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","829.8","np","1317.0","np","np","np","407.4","np","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Adults charged by police at least once in the previous 12 months","Number","Aboriginal and Torres Strait Islander people","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","10864","np","13418","np","np","np","281","np","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","Adults charged by police at least once in the previous 12 months","Number","Non-Indigenous people","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","50799","np","50003","np","np","np","1376","np","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Unknown Indigenous status","Adults charged by police at least once in the previous 12 months","Number","Indigenous status not stated","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","5037","np","282","np","np","np","0","np","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Adults charged by police at least once in the previous 12 months","Rate per 100000 adults","Aboriginal and Torres Strait Islander people","","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5333.5","np","8607.7","np","np","np","4504.3","np","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","Adults charged by police at least once in the previous 12 months","Rate per 100000 adults","Non-Indigenous people","","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","837.5","np","1347.1","np","np","np","438.7","np","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Adults charged by police at least once in the previous 12 months","Number","Aboriginal and Torres Strait Islander people","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","10246","np","13137","np","np","np","249","np","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","Adults charged by police at least once in the previous 12 months","Number","Non-Indigenous people","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","50682","np","50203","np","np","np","1448","np","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Unknown Indigenous status","Adults charged by police at least once in the previous 12 months","Number","Indigenous status not stated","","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","4595","np","617","np","np","np","0","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","97.0","np","95.0","np","89.5","np","97.0","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","3.0","np","5.0","np","10.4","np","2.4","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","93.6","np","89.4","np","79.3","np","85.2","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","6.4","np","10.6","np","20.6","np","14.9","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","34881","np","27286","np","6557","np","447","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","1090","np","1437","np","759","np","11","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","35965","np","28726","np","7326","np","461","5649","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","70650","np","78461","np","13634","np","2121","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","4813","np","9271","np","3538","np","370","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","75462","np","87730","np","17186","np","2488","553","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","1639","np","28","np","935","np","0","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","3372","np","35","np","172","np","0","np","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","5010","np","63","np","1114","np","0","890","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","98.2","np","96.1","np","90.5","np","96.7","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","1.8","np","3.9","np","9.2","np","2.7","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","93.5","np","90.6","np","80.0","np","85.2","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","6.5","np","9.4","np","19.9","np","14.4","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","31495","np","27639","np","5955","np","474","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","573","np","1117","np","604","np","13","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","32070","np","28760","np","6580","np","490","7197","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","73660","np","78884","np","14156","np","2096","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","5133","np","8148","np","3530","np","354","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","78791","np","87032","np","17700","np","2459","886","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","1701","np","19","np","1033","np","0","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","1787","np","52","np","214","np","0","np","np"
"SE10a.2","2022-23","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","3485","np","74","np","1252","np","0","21","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","99.0","np","95.8","np","np","np","95.1","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","1.0","np","4.2","np","np","np","3.5","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","94.1","np","90.2","np","np","np","87.4","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","5.9","np","9.8","np","np","np","12.7","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","27934","np","27152","np","np","np","430","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","278","np","1182","np","np","np","16","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","28214","np","28341","np","6310","np","452","6007","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","67693","np","71434","np","np","np","1950","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","4214","np","7745","np","np","np","283","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","71906","np","79186","np","14777","np","2231","1020","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","5324","np","21","np","np","np","0","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","570","np","61","np","np","np","0","np","np"
"SE10a.2","2021-22","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","5891","np","80","np","2120","np","0","26","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","98.9","np","96.4","np","np","np","93.0","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","1.1","np","3.6","np","np","np","6.3","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","94.3","np","91.8","np","np","np","84.1","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","5.8","np","8.2","np","np","np","16.0","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","23435","np","26975","np","np","np","425","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","261","np","1009","np","np","np","29","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","23703","np","27985","np","7352","np","457","6097","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","68729","np","78963","np","np","np","1801","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","4195","np","7032","np","np","np","343","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","72920","np","85993","np","18983","np","2142","1042","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","7084","np","128","np","np","np","0","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","880","np","103","np","np","np","0","np","np"
"SE10a.2","2020-21","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","7958","np","233","np","2880","np","0","36","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","98.8","np","97.1","np","np","np","94.2","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","1.2","np","2.9","np","np","np","6.2","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","93.7","np","93.3","np","np","np","82.6","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","6.3","np","6.7","np","np","np","17.4","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","19311","np","28141","np","np","np","409","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","234","np","839","np","np","np","27","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","19548","np","28984","np","8056","np","434","5872","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","76417","np","93888","np","np","np","1886","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","5146","np","6734","np","np","np","397","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","81558","np","100624","np","26582","np","2284","1251","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","7896","np","299","np","np","np","0","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","1044","np","186","np","np","np","0","np","np"
"SE10a.2","2019-20","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","8941","np","484","np","624","np","0","43","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","98.7","np","97.0","np","np","np","93.7","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Proportion","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","1.3","np","3.0","np","np","np","6.6","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","92.4","np","93.8","np","np","np","82.4","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Proportion","Non-Indigenous people","Non-court action","","18+ years old","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","7.6","np","6.2","np","np","np","17.6","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","17506","np","26318","np","np","np","355","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","234","np","805","np","np","np","25","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","Proceedings by police against adults","Number","Aboriginal and Torres Strait Islander people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","17737","np","27125","np","7860","np","379","5876","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","73544","np","91317","np","np","np","1838","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","6042","np","6084","np","np","np","392","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","Proceedings by police against adults","Number","Non-Indigenous people","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","79592","np","97396","np","28500","np","2231","1513","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","6737","np","646","np","np","np","0","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Non-court action","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","994","np","209","np","np","np","0","np","np"
"SE10a.2","2018-19","Police proceedings","18+ years old","All people","Unknown Indigenous status","Proceedings by police against adults","Number","Indigenous status not stated","Total proceedings","","18+ years old","","ABS (unpublished) Recorded Crime - Offenders","no.","7728","np","861","np","2138","np","0","33","np"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Sentenced","","18+ years old","","Derived from ABS Prisoners in Australia","%","53.9","60.5","63.2","52.8","42.9","55.2","47.0","54.3","55.8"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Unsentenced","","18+ years old","","Derived from ABS Prisoners in Australia","%","46.2","40.3","36.3","46.9","57.5","44.3","52.2","45.5","43.9"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Proportion","Non-Indigenous people","Sentenced","","18+ years old","","Derived from ABS Prisoners in Australia","%","57.1","67.2","60.8","65.4","58.3","59.7","54.2","57.1","61.2"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Proportion","Non-Indigenous people","Unsentenced","","18+ years old","","Derived from ABS Prisoners in Australia","%","42.9","32.8","38.7","34.5","41.3","39.9","46.2","42.1","38.7"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Sentenced","","18+ years old","","ABS Prisoners in Australia","no.","2257","441","2680","1852","365","107","63","1099","8863"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Unsentenced","","18+ years old","","ABS Prisoners in Australia","no.","1933","294","1539","1646","489","86","70","921","6971"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Number","Non-Indigenous people","Sentenced","","18+ years old","","ABS Prisoners in Australia","no.","4975","3371","4037","2813","1455","362","148","149","17312"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Number","Non-Indigenous people","Unsentenced","","18+ years old","","ABS Prisoners in Australia","no.","3735","1643","2566","1483","1029","242","126","110","10936"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Total","","18+ years old","","ABS Prisoners in Australia","no.","4188","729","4243","3507","851","194","134","2023","15871"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Number","Non-Indigenous people","Total","","18+ years old","","ABS Prisoners in Australia","no.","8706","5015","6637","4303","2494","606","273","261","28294"
"SE10d.1","2024","Prisoner legal status","18+ years old","All people","Unknown Indigenous status","People in prison custody at 30 June","Number","Indigenous status not stated","Total","","18+ years old","","ABS Prisoners in Australia","no.","52","174","0","4","1","1","14","0","238"
"SE10d.1","2023","Prisoner legal status","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Sentenced","","18+ years old","","Derived from ABS Prisoners in Australia","%","61.1","53.9","63.1","56.7","43.9","49.1","51.0","58.9","58.9"
"SE10d.1","2023","Prisoner legal status","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Unsentenced","","18+ years old","","Derived from ABS Prisoners in Australia","%","39.0","46.6","36.4","43.0","56.1","50.3","48.0","41.0","40.9"
